process,n,best_breakpoint_m_s,bootstrap_2_5,bootstrap_25,bootstrap_median,bootstrap_75,bootstrap_97_5,slope_before_transformed,slope_after_transformed,hinge_p_naive,r2,stable_threshold
ssc,155,0.30773754494093475,0.21020833333333336,0.30327895480225986,0.32499999999999996,0.6642655367231638,0.7343742937853107,0.7995679159702017,0.37868810327482294,0.4911334491749352,0.5967283883409642,False
stratification,155,0.4716647406266051,0.21083333333333334,0.4353587570621469,0.4907768361581921,0.6268658192090393,0.7308199152542344,-0.48717444753876715,0.3795308577476266,0.19473969984404824,0.5330757717736359,False
